iter	Passed	Remaining
1666	43284	216371
1667	43308	216335
1668	43331	216293
1669	43353	216248
1670	43377	216211
1671	43404	216190
1672	43428	216154
1673	43451	216117
1674	43476	216085
1675	43499	216046
1676	43526	216022
1677	43553	216003
1678	43580	215981
1679	43606	215956
1680	43632	215930
1681	43657	215901
1682	43682	215866
1683	43707	215836
1684	43731	215801
1685	43756	215774
1686	43780	215736
1687	43804	215699
1688	43827	215662
1689	43853	215636
1690	43878	215604
1691	43903	215575
1692	43928	215541
1693	43952	215508
1694	43976	215470
1695	43999	215433
1696	44024	215399
1697	44047	215361
1698	44072	215331
1699	44097	215298
1700	44121	215265
1701	44147	215239
1702	44171	215202
1703	44193	215158
1704	44219	215130
1705	44243	215095
1706	44268	215067
1707	44292	215031
1708	44317	215000
1709	44342	214969
1710	44367	214939
1711	44391	214904
1712	44417	214880
1713	44441	214843
1714	44466	214811
1715	44490	214776
1716	44516	214754
1717	44545	214743
1718	44573	214724
1719	44598	214694
1720	44620	214651
1721	44645	214620
1722	44668	214580
1723	44691	214538
1724	44714	214499
1725	44737	214460
1726	44761	214426
1727	44784	214384
1728	44807	214346
1729	44831	214309
1730	44854	214268
1731	44877	214231
1732	44900	214192
1733	44926	214164
1734	44950	214128
1735	44974	214097
1736	44998	214061
1737	45025	214037
1738	45048	214000
1739	45074	213972
1740	45098	213938
1741	45124	213914
1742	45148	213880
1743	45176	213861
1744	45199	213824
1745	45224	213794
1746	45249	213761
1747	45273	213730
1748	45297	213694
1749	45322	213661
1750	45346	213627
1751	45370	213593
1752	45400	213584
1753	45423	213547
1754	45448	213517
1755	45471	213478
1756	45496	213446
1757	45524	213430
1758	45553	213419
1759	45579	213393
1760	45616	213422
1761	45641	213392
1762	45668	213367
1763	45693	213341
1764	45719	213313
1765	45743	213278
1766	45769	213253
1767	45794	213223
1768	45819	213195
1769	45846	213175
1770	45873	213150
1771	45898	213121
1772	45922	213087
1773	45947	213055
1774	45972	213027
1775	45998	213002
1776	46021	212964
1777	46046	212934
1778	46072	212907
1779	46097	212876
1780	46122	212845
1781	46148	212821
1782	46174	212796
1783	46200	212770
1784	46227	212749
1785	46253	212724
1786	46280	212702
1787	46303	212666
1788	46330	212644
1789	46355	212613
1790	46379	212577
1791	46404	212551
1792	46428	212516
1793	46455	212493
1794	46479	212460
1795	46508	212449
1796	46538	212441
1797	46565	212421
1798	46590	212388
1799	46612	212347
1800	46637	212317
1801	46661	212280
1802	46684	212243
1803	46707	212204
1804	46733	212177
1805	46758	212149
1806	46782	212112
1807	46807	212083
1808	46832	212052
1809	46857	212021
1810	46884	212001
1811	46913	211989
1812	46939	211963
1813	46962	211925
1814	46986	211891
1815	47010	211858
1816	47037	211835
1817	47061	211802
1818	47086	211771
1819	47111	211741
1820	47136	211713
1821	47161	211683
1822	47186	211651
1823	47211	211623
1824	47236	211592
1825	47261	211565
1826	47288	211543
1827	47314	211519
1828	47339	211487
1829	47364	211459
1830	47389	211430
1831	47414	211399
1832	47439	211368
1833	47464	211338
1834	47490	211312
1835	47515	211282
1836	47540	211253
1837	47566	211227
1838	47591	211199
1839	47615	211164
1840	47640	211133
1841	47663	211096
1842	47687	211059
1843	47711	211026
1844	47735	210994
1845	47760	210961
1846	47783	210925
1847	47811	210908
1848	47835	210874
1849	47859	210839
1850	47885	210814
1851	47911	210789
1852	47936	210761
1853	47960	210726
1854	47985	210696
1855	48010	210665
1856	48035	210638
1857	48059	210603
1858	48088	210590
1859	48118	210581
1860	48145	210560
1861	48173	210547
1862	48201	210530
1863	48229	210510
1864	48256	210490
1865	48282	210466
1866	48309	210445
1867	48335	210420
1868	48361	210395
1869	48386	210365
1870	48414	210346
1871	48440	210323
1872	48470	210313
1873	48500	210308
1874	48536	210324
1875	48564	210309
1876	48593	210294
1877	48622	210283
1878	48648	210257
1879	48671	210220
1880	48695	210184
1881	48717	210144
1882	48741	210109
1883	48765	210074
1884	48789	210038
1885	48813	210005
1886	48837	209974
1887	48863	209949
1888	48888	209916
1889	48913	209887
1890	48938	209860
1891	48962	209825
1892	48987	209795
1893	49010	209758
1894	49034	209720
1895	49058	209690
1896	49082	209655
1897	49107	209625
1898	49131	209593
1899	49158	209568
1900	49185	209547
1901	49212	209526
1902	49247	209539
1903	49280	209546
1904	49310	209538
1905	49338	209519
1906	49365	209501
1907	49390	209470
1908	49419	209455
1909	49444	209427
1910	49472	209409
1911	49497	209381
1912	49523	209355
1913	49547	209323
1914	49571	209286
1915	49595	209252
1916	49618	209217
1917	49641	209178
1918	49666	209146
1919	49690	209113
1920	49714	209078
1921	49736	209038
1922	49759	208999
1923	49783	208965
1924	49806	208927
1925	49831	208897
1926	49853	208856
1927	49877	208824
1928	49902	208792
1929	49926	208759
1930	49951	208728
1931	49973	208687
1932	49995	208648
1933	50019	208611
1934	50043	208580
1935	50070	208558
1936	50094	208525
1937	50118	208490
1938	50141	208453
1939	50164	208416
1940	50188	208381
1941	50211	208343
1942	50233	208301
1943	50256	208264
1944	50279	208224
1945	50300	208181
1946	50324	208146
1947	50356	208146
1948	50378	208103
1949	50402	208073
1950	50426	208038
1951	50453	208016
1952	50477	207983
1953	50502	207953
1954	50528	207930
1955	50552	207897
1956	50575	207859
1957	50598	207821
1958	50622	207788
1959	50644	207746
1960	50667	207706
1961	50687	207658
1962	50709	207617
1963	50731	207575
1964	50752	207528
1965	50773	207485
1966	50794	207437
1967	50816	207397
1968	50838	207355
1969	50859	207309
1970	50882	207272
1971	50903	207226
1972	50925	207186
1973	50948	207150
1974	50970	207106
1975	50992	207065
1976	51014	207025
1977	51035	206982
1978	51057	206939
1979	51080	206903
1980	51103	206866
1981	51125	206824
1982	51150	206794
1983	51173	206757
1984	51196	206718
1985	51219	206682
1986	51244	206652
1987	51268	206620
1988	51293	206592
1989	51317	206560
1990	51341	206524
1991	51363	206484
1992	51389	206459
1993	51412	206425
1994	51438	206399
1995	51466	206379
1996	51491	206351
1997	51517	206328
1998	51542	206298
1999	51566	206264
2000	51590	206233
2001	51612	206193
2002	51635	206155
2003	51660	206124
2004	51682	206086
2005	51705	206047
2006	51727	206009
2007	51750	205973
2008	51774	205936
2009	51797	205899
2010	51822	205871
2011	51847	205842
2012	51873	205817
2013	51895	205778
2014	51919	205747
2015	51944	205717
2016	51969	205689
2017	51995	205663
2018	52020	205635
2019	52045	205603
2020	52070	205577
2021	52094	205543
2022	52120	205517
2023	52143	205482
2024	52168	205452
2025	52191	205416
2026	52214	205381
2027	52238	205347
2028	52262	205315
2029	52286	205281
2030	52309	205246
2031	52333	205213
2032	52357	205178
2033	52382	205150
2034	52406	205120
2035	52435	205104
2036	52466	205102
2037	52494	205085
2038	52518	205052
2039	52541	205016
2040	52562	204971
2041	52583	204927
2042	52606	204888
2043	52629	204851
2044	52652	204816
2045	52674	204778
2046	52698	204745
2047	52720	204703
2048	52744	204670
2049	52766	204629
2050	52791	204602
2051	52813	204563
2052	52836	204526
2053	52861	204496
2054	52885	204465
2055	52910	204437
2056	52933	204400
2057	52957	204365
2058	52980	204330
2059	53003	204294
2060	53028	204268
2061	53053	204239
2062	53078	204211
2063	53103	204182
2064	53128	204151
2065	53152	204118
2066	53178	204095
2067	53204	204068
2068	53230	204044
2069	53255	204018
2070	53278	203982
2071	53302	203950
2072	53325	203911
2073	53348	203877
2074	53373	203847
2075	53396	203812
2076	53423	203789
2077	53449	203766
2078	53474	203736
2079	53497	203701
2080	53520	203664
2081	53543	203631
2082	53569	203606
2083	53593	203573
2084	53618	203543
2085	53641	203509
2086	53666	203479
2087	53690	203446
2088	53714	203414
2089	53737	203380
2090	53759	203341
2091	53783	203308
2092	53806	203270
2093	53829	203235
2094	53852	203199
2095	53875	203164
2096	53899	203132
2097	53923	203099
2098	53948	203071
2099	53971	203037
2100	54011	203061
2101	54035	203030
2102	54060	203001
2103	54085	202976
2104	54109	202942
2105	54133	202910
2106	54157	202879
2107	54182	202849
2108	54205	202815
2109	54229	202781
2110	54251	202743
2111	54276	202712
2112	54299	202678
2113	54324	202649
2114	54347	202616
2115	54372	202584
2116	54397	202558
2117	54425	202540
2118	54451	202517
2119	54476	202488
2120	54500	202455
2121	54522	202417
2122	54545	202380
2123	54569	202347
2124	54593	202316
2125	54618	202287
2126	54640	202248
2127	54662	202209
2128	54686	202176
2129	54709	202141
2130	54734	202115
2131	54757	202080
2132	54781	202047
2133	54806	202017
2134	54831	201991
2135	54855	201958
2136	54878	201924
2137	54904	201897
2138	54928	201865
2139	54953	201839
2140	54977	201807
2141	55002	201779
2142	55026	201746
2143	55052	201720
2144	55077	201692
2145	55102	201667
2146	55128	201641
2147	55154	201617
2148	55179	201588
2149	55203	201556
2150	55228	201529
2151	55254	201504
2152	55280	201481
2153	55308	201464
2154	55333	201433
2155	55358	201406
2156	55383	201379
2157	55412	201364
2158	55446	201367
2159	55474	201350
2160	55499	201324
2161	55524	201295
2162	55548	201264
2163	55575	201243
2164	55602	201222
2165	55629	201202
2166	55656	201180
2167	55682	201154
2168	55707	201127
2169	55732	201098
2170	55759	201078
2171	55785	201052
2172	55812	201032
2173	55836	201000
2174	55861	200971
2175	55884	200936
2176	55907	200904
2177	55932	200872
2178	55957	200844
2179	55980	200809
2180	56004	200780
2181	56032	200761
2182	56056	200728
2183	56079	200695
2184	56103	200662
2185	56126	200628
2186	56150	200596
2187	56175	200567
2188	56199	200537
2189	56223	200503
2190	56246	200471
2191	56270	200437
2192	56294	200405
2193	56318	200374
2194	56342	200342
2195	56366	200313
2196	56392	200287
2197	56419	200265
2198	56444	200238
2199	56467	200202
2200	56489	200165
2201	56513	200131
2202	56536	200096
2203	56558	200060
2204	56581	200024
2205	56603	199986
2206	56626	199950
2207	56649	199914
2208	56672	199880
2209	56698	199856
2210	56723	199827
2211	56747	199795
2212	56770	199760
2213	56794	199730
2214	56817	199696
2215	56842	199666
2216	56865	199632
2217	56891	199606
2218	56914	199571
2219	56936	199535
2220	56961	199506
2221	56985	199473
2222	57008	199441
2223	57031	199406
2224	57055	199374
2225	57079	199342
2226	57103	199309
2227	57127	199279
2228	57150	199244
2229	57174	199214
2230	57197	199178
2231	57223	199154
2232	57246	199120
2233	57270	199088
2234	57293	199051
2235	57315	199015
2236	57340	198988
2237	57365	198958
2238	57390	198931
2239	57415	198904
2240	57439	198872
2241	57461	198834
2242	57485	198803
2243	57509	198771
2244	57532	198737
2245	57555	198700
2246	57578	198666
2247	57601	198634
2248	57624	198599
2249	57648	198567
2250	57671	198533
2251	57695	198500
2252	57719	198469
2253	57743	198439
2254	57769	198413
2255	57793	198384
2256	57818	198356
2257	57841	198321
2258	57866	198293
2259	57890	198261
2260	57913	198227
2261	57936	198192
2262	57959	198158
2263	57981	198122
2264	58004	198086
2265	58030	198061
2266	58054	198028
2267	58079	198001
2268	58102	197969
2269	58127	197941
2270	58151	197909
2271	58176	197881
2272	58200	197850
2273	58224	197821
2274	58249	197791
2275	58274	197765
2276	58298	197734
2277	58323	197705
2278	58347	197675
2279	58374	197653
2280	58400	197629
2281	58428	197610
2282	58454	197587
2283	58478	197558
2284	58508	197547
2285	58539	197539
2286	58562	197504
2287	58585	197471
2288	58607	197433
2289	58630	197398
2290	58656	197374
2291	58682	197347
2292	58706	197318
2293	58730	197288
2294	58757	197265
2295	58781	197235
2296	58806	197207
2297	58830	197178
2298	58856	197151
2299	58880	197122
2300	58905	197092
2301	58928	197059
2302	58954	197034
2303	58978	197003
2304	59002	196974
2305	59026	196944
2306	59051	196915
2307	59075	196884
2308	59100	196855
2309	59123	196823
2310	59148	196793
2311	59171	196761
2312	59195	196729
2313	59219	196699
2314	59243	196668
2315	59268	196639
2316	59295	196618
2317	59324	196604
2318	59357	196602
2319	59388	196595
2320	59417	196582
2321	59446	196568
2322	59475	196553
2323	59504	196538
2324	59534	196527
2325	59562	196509
2326	59588	196486
2327	59616	196469
2328	59644	196449
2329	59670	196427
2330	59698	196409
2331	59725	196387
2332	59752	196366
2333	59780	196347
2334	59807	196327
2335	59835	196309
2336	59862	196287
2337	59889	196267
2338	59916	196246
2339	59944	196228
2340	59971	196207
2341	59999	196189
2342	60032	196188
2343	60062	196176
2344	60089	196155
2345	60116	196134
2346	60144	196116
2347	60171	196094
2348	60196	196068
2349	60222	196043
2350	60252	196033
2351	60278	196006
2352	60304	195984
2353	60332	195964
2354	60363	195956
2355	60393	195946
2356	60421	195926
2357	60448	195907
2358	60476	195889
2359	60504	195872
2360	60533	195855
2361	60558	195829
2362	60587	195812
2363	60612	195787
2364	60637	195756
2365	60663	195731
2366	60689	195709
2367	60717	195691
2368	60743	195665
2369	60769	195641
2370	60797	195622
2371	60824	195602
2372	60850	195577
2373	60876	195552
2374	60902	195528
2375	60929	195506
2376	60956	195486
2377	60984	195467
2378	61011	195448
2379	61038	195425
2380	61065	195403
2381	61089	195373
2382	61112	195340
2383	61137	195310
2384	61160	195278
2385	61183	195242
2386	61206	195210
2387	61231	195180
2388	61254	195148
2389	61276	195111
2390	61300	195078
2391	61327	195058
2392	61354	195035
2393	61377	195003
2394	61401	194973
2395	61424	194937
2396	61445	194897
2397	61473	194879
2398	61495	194841
2399	61518	194810
2400	61542	194778
2401	61566	194745
2402	61588	194709
2403	61612	194678
2404	61635	194643
2405	61657	194609
2406	61682	194580
2407	61707	194554
2408	61733	194528
2409	61759	194503
2410	61786	194481
2411	61814	194463
2412	61839	194437
2413	61865	194411
2414	61891	194387
2415	61918	194366
2416	61959	194389
2417	61984	194360
2418	62011	194341
2419	62038	194317
2420	62068	194306
2421	62092	194277
2422	62117	194250
2423	62142	194220
2424	62168	194195
2425	62192	194164
2426	62214	194128
2427	62245	194120
2428	62270	194090
2429	62295	194063
2430	62319	194035
2431	62346	194013
2432	62374	193995
2433	62399	193966
2434	62422	193931
2435	62445	193897
2436	62468	193864
2437	62491	193831
2438	62515	193800
2439	62538	193766
2440	62562	193734
2441	62585	193700
2442	62606	193662
2443	62629	193628
2444	62651	193593
2445	62676	193562
2446	62702	193538
2447	62727	193511
2448	62754	193490
2449	62782	193473
2450	62808	193448
2451	62833	193419
2452	62856	193388
2453	62881	193358
2454	62903	193324
2455	62926	193288
2456	62949	193256
2457	62971	193218
2458	62995	193187
2459	63017	193152
2460	63043	193125
2461	63067	193096
2462	63092	193069
2463	63115	193033
2464	63139	193004
2465	63163	192973
2466	63186	192939
2467	63209	192907
2468	63232	192873
2469	63256	192843
2470	63282	192817
2471	63310	192800
2472	63338	192780
2473	63362	192750
2474	63384	192715
2475	63409	192686
2476	63435	192661
2477	63458	192628
2478	63480	192593
2479	63503	192559
2480	63528	192532
2481	63551	192499
2482	63574	192465
2483	63599	192436
2484	63622	192404
2485	63647	192375
2486	63670	192343
2487	63695	192313
2488	63720	192287
2489	63742	192252
2490	63767	192223
2491	63791	192194
2492	63816	192164
2493	63838	192129
2494	63861	192096
2495	63884	192063
2496	63909	192034
2497	63934	192007
2498	63958	191977
2499	63982	191948
2500	64004	191911
2501	64027	191877
2502	64051	191848
2503	64074	191815
2504	64100	191788
2505	64121	191751
2506	64143	191714
2507	64165	191677
2508	64186	191637
2509	64207	191599
2510	64228	191561
2511	64250	191523
2512	64273	191490
2513	64297	191460
2514	64320	191427
2515	64342	191390
2516	64363	191350
2517	64383	191310
2518	64407	191279
2519	64430	191246
2520	64454	191214
2521	64478	191184
2522	64501	191152
2523	64522	191114
2524	64546	191082
2525	64569	191051
2526	64593	191020
2527	64617	190988
2528	64640	190955
2529	64663	190922
2530	64685	190886
2531	64706	190848
2532	64727	190809
2533	64750	190776
2534	64772	190741
2535	64794	190703
2536	64816	190668
2537	64839	190634
2538	64860	190595
2539	64881	190558
2540	64903	190521
2541	64925	190484
2542	64946	190447
2543	64969	190413
2544	64993	190383
2545	65015	190349
2546	65040	190319
2547	65063	190287
2548	65085	190253
2549	65107	190216
2550	65129	190181
2551	65152	190148
2552	65181	190132
2553	65204	190097
2554	65228	190068
2555	65254	190043
2556	65282	190026
2557	65308	190003
2558	65333	189974
2559	65357	189946
2560	65383	189921
2561	65406	189888
2562	65429	189854
2563	65454	189827
2564	65477	189795
2565	65502	189767
2566	65527	189740
2567	65552	189715
2568	65576	189685
2569	65601	189657
2570	65626	189629
2571	65652	189605
2572	65674	189571
2573	65699	189542
2574	65724	189515
2575	65750	189491
2576	65775	189464
2577	65800	189437
2578	65823	189404
2579	65848	189379
2580	65873	189350
2581	65897	189321
2582	65922	189294
2583	65948	189270
2584	65972	189239
2585	65996	189210
2586	66022	189185
2587	66046	189154
2588	66069	189123
2589	66093	189093
2590	66118	189065
2591	66142	189035
2592	66166	189006
2593	66191	188980
2594	66215	188949
2595	66241	188925
2596	66267	188901
2597	66292	188875
2598	66315	188841
2599	66336	188804
2600	66357	188765
2601	66378	188728
2602	66400	188691
2603	66421	188654
2604	66442	188616
2605	66463	188576
2606	66485	188540
2607	66506	188503
2608	66527	188466
2609	66548	188427
2610	66570	188391
2611	66594	188360
2612	66618	188332
2613	66641	188300
2614	66664	188266
2615	66686	188232
2616	66709	188197
2617	66731	188164
2618	66753	188128
2619	66775	188092
2620	66797	188057
2621	66819	188021
2622	66841	187986
2623	66863	187951
2624	66897	187949
2625	66918	187912
2626	66940	187877
2627	66963	187843
2628	66984	187806
2629	67006	187771
2630	67030	187740
2631	67052	187705
2632	67072	187666
2633	67095	187632
2634	67117	187598
2635	67139	187561
2636	67161	187528
2637	67183	187493
2638	67205	187457
2639	67228	187423
2640	67251	187393
2641	67277	187368
2642	67301	187337
2643	67323	187304
2644	67346	187270
2645	67368	187237
2646	67391	187204
2647	67414	187171
2648	67436	187136
2649	67459	187103
2650	67483	187073
2651	67507	187045
2652	67530	187012
2653	67553	186980
2654	67576	186948
2655	67598	186913
2656	67621	186880
2657	67644	186850
2658	67667	186817
2659	67692	186791
2660	67714	186756
2661	67737	186724
2662	67760	186692
2663	67784	186662
2664	67807	186629
2665	67830	186596
2666	67853	186564
2667	67875	186529
2668	67897	186496
2669	67921	186466
2670	67945	186435
2671	67968	186404
2672	67991	186372
2673	68015	186343
2674	68038	186310
2675	68061	186279
2676	68085	186249
2677	68107	186214
2678	68132	186187
2679	68155	186155
2680	68179	186127
2681	68203	186097
2682	68229	186072
2683	68255	186050
2684	68282	186028
2685	68305	185996
2686	68327	185961
2687	68349	185927
2688	68372	185893
2689	68396	185865
2690	68420	185835
2691	68443	185803
2692	68466	185771
2693	68489	185740
2694	68513	185710
2695	68535	185676
2696	68557	185642
2697	68581	185612
2698	68605	185583
2699	68630	185555
2700	68654	185527
2701	68678	185498
2702	68702	185467
2703	68726	185440
2704	68749	185407
2705	68773	185377
2706	68798	185351
2707	68823	185325
2708	68848	185297
2709	68874	185274
2710	68897	185243
2711	68922	185215
2712	68946	185187
2713	68973	185164
2714	68997	185136
2715	69023	185112
2716	69047	185082
2717	69073	185059
2718	69098	185033
2719	69124	185009
2720	69148	184979
2721	69173	184952
2722	69197	184925
2723	69227	184912
2724	69256	184895
2725	69284	184878
2726	69311	184855
2727	69337	184831
2728	69364	184809
2729	69389	184783
2730	69415	184759
2731	69440	184733
2732	69466	184710
2733	69490	184681
2734	69517	184661
2735	69543	184635
2736	69570	184615
2737	69595	184587
2738	69622	184566
2739	69648	184544
2740	69675	184520
2741	69700	184494
2742	69723	184462
2743	69747	184434
2744	69770	184402
2745	69794	184373
2746	69817	184341
2747	69840	184308
2748	69864	184279
2749	69887	184249
2750	69911	184219
2751	69934	184188
2752	69957	184157
2753	69981	184127
2754	70004	184095
2755	70029	184068
2756	70052	184037
2757	70076	184007
2758	70099	183975
2759	70126	183955
2760	70150	183926
2761	70174	183897
2762	70198	183867
2763	70226	183848
2764	70251	183822
2765	70275	183792
2766	70297	183759
2767	70320	183726
2768	70342	183692
2769	70364	183659
2770	70386	183625
2771	70409	183593
2772	70431	183558
2773	70453	183525
2774	70477	183496
2775	70500	183463
2776	70523	183431
2777	70546	183399
2778	70569	183369
2779	70592	183337
2780	70616	183307
2781	70640	183279
2782	70663	183248
2783	70689	183223
2784	70712	183193
2785	70737	183167
2786	70761	183136
2787	70786	183109
2788	70809	183080
2789	70833	183050
2790	70857	183020
2791	70880	182989
2792	70904	182959
2793	70928	182932
2794	70954	182906
2795	70978	182878
2796	71003	182851
2797	71027	182822
2798	71051	182794
2799	71075	182765
2800	71100	182739
2801	71124	182710
2802	71150	182686
2803	71174	182657
2804	71202	182638
2805	71229	182617
2806	71255	182593
2807	71280	182567
2808	71304	182539
2809	71331	182517
2810	71359	182497
2811	71383	182468
2812	71408	182442
2813	71433	182416
2814	71457	182389
2815	71482	182361
2816	71507	182334
2817	71530	182304
2818	71555	182277
2819	71579	182248
2820	71603	182218
2821	71628	182192
2822	71651	182163
2823	71676	182135
2824	71700	182106
2825	71725	182080
2826	71749	182051
2827	71774	182023
2828	71798	181995
2829	71822	181968
2830	71847	181940
2831	71872	181913
2832	71895	181883
2833	71920	181856
2834	71945	181829
2835	71969	181802
2836	72003	181796
2837	72027	181770
2838	72052	181742
2839	72075	181710
2840	72099	181682
2841	72123	181652
2842	72146	181622
2843	72172	181598
2844	72199	181576
2845	72224	181551
2846	72249	181524
2847	72273	181495
2848	72297	181466
2849	72319	181433
2850	72342	181401
2851	72365	181370
2852	72388	181338
2853	72410	181306
2854	72433	181274
2855	72456	181241
2856	72479	181210
2857	72502	181180
2858	72524	181147
2859	72549	181119
2860	72571	181087
2861	72595	181058
2862	72618	181026
2863	72642	180996
2864	72665	180966
2865	72689	180936
2866	72713	180908
2867	72736	180878
2868	72759	180847
2869	72782	180815
2870	72805	180782
2871	72828	180753
2872	72851	180722
2873	72875	180692
2874	72898	180660
2875	72921	180631
2876	72945	180600
2877	72967	180567
2878	72991	180538
2879	73013	180505
2880	73035	180473
2881	73059	180444
2882	73081	180410
2883	73106	180382
2884	73128	180350
2885	73152	180321
2886	73177	180295
2887	73203	180270
2888	73228	180244
2889	73252	180216
2890	73275	180184
2891	73298	180153
2892	73321	180124
2893	73344	180091
2894	73367	180061
2895	73390	180029
2896	73414	180000
2897	73437	179969
2898	73459	179936
2899	73484	179909
2900	73511	179889
2901	73535	179860
2902	73557	179827
2903	73581	179799
2904	73604	179768
2905	73628	179738
2906	73651	179707
2907	73674	179676
2908	73700	179652
2909	73722	179620
2910	73747	179593
2911	73770	179563
2912	73795	179535
2913	73818	179504
2914	73841	179474
2915	73865	179444
2916	73887	179412
2917	73911	179384
2918	73935	179355
2919	73960	179327
2920	73982	179296
2921	74006	179266
2922	74029	179235
2923	74052	179203
2924	74076	179175
2925	74099	179145
2926	74123	179117
2927	74148	179091
2928	74174	179067
2929	74200	179043
2930	74225	179017
2931	74247	178983
2932	74269	178951
2933	74291	178917
2934	74313	178883
2935	74335	178851
2936	74357	178818
2937	74379	178784
2938	74402	178753
2939	74424	178720
2940	74446	178687
2941	74469	178655
2942	74491	178622
2943	74513	178589
2944	74537	178561
2945	74562	178534
2946	74586	178505
2947	74609	178474
2948	74633	178446
2949	74656	178416
2950	74679	178385
2951	74703	178357
2952	74727	178328
2953	74750	178298
2954	74774	178268
2955	74796	178237
2956	74819	178206
2957	74842	178174
2958	74866	178147
2959	74889	178115
2960	74912	178084
2961	74934	178052
2962	74957	178020
2963	74980	177990
2964	75003	177958
2965	75027	177930
2966	75050	177901
2967	75079	177883
2968	75102	177852
2969	75125	177821
2970	75150	177796
2971	75177	177775
2972	75203	177750
2973	75227	177723
2974	75250	177693
2975	75274	177663
2976	75297	177634
2977	75320	177603
2978	75344	177573
2979	75367	177542
2980	75390	177513
2981	75413	177483
2982	75437	177452
2983	75460	177423
2984	75483	177393
2985	75507	177364
2986	75530	177333
2987	75553	177301
2988	75576	177271
2989	75598	177240
2990	75622	177211
2991	75645	177181
2992	75669	177151
2993	75691	177120
2994	75714	177089
2995	75738	177059
2996	75761	177029
2997	75784	176998
2998	75809	176972
2999	75832	176942
3000	75857	176915
3001	75879	176884
3002	75903	176856
3003	75926	176825
3004	75950	176797
3005	75974	176767
3006	75997	176737
3007	76020	176707
3008	76043	176676
3009	76069	176652
3010	76093	176625
3011	76120	176604
3012	76148	176583
3013	76174	176560
3014	76200	176538
3015	76224	176508
3016	76247	176477
3017	76269	176444
3018	76291	176412
3019	76314	176381
3020	76336	176350
3021	76359	176318
3022	76382	176288
3023	76404	176256
3024	76428	176226
3025	76450	176194
3026	76473	176163
3027	76497	176135
3028	76520	176105
3029	76544	176077
3030	76567	176048
3031	76591	176019
3032	76615	175990
3033	76639	175962
3034	76663	175934
3035	76686	175903
3036	76710	175876
3037	76734	175846
3038	76758	175819
3039	76782	175790
3040	76806	175763
3041	76830	175735
3042	76855	175709
3043	76880	175683
3044	76905	175656
3045	76929	175629
3046	76954	175603
3047	76981	175582
3048	77006	175555
3049	77029	175526
3050	77055	175502
3051	77079	175473
3052	77105	175450
3053	77130	175425
3054	77158	175405
3055	77184	175382
3056	77208	175355
3057	77233	175327
3058	77256	175299
3059	77281	175271
3060	77304	175242
3061	77326	175210
3062	77351	175184
3063	77374	175154
3064	77399	175126
3065	77422	175097
3066	77446	175070
3067	77470	175040
3068	77493	175009
3069	77518	174984
3070	77541	174955
3071	77566	174927
3072	77590	174900
3073	77614	174871
3074	77637	174842
3075	77661	174815
3076	77684	174783
3077	77707	174753
3078	77731	174724
3079	77754	174694
3080	77778	174666
3081	77801	174637
3082	77825	174608
3083	77848	174577
3084	77872	174549
3085	77896	174521
3086	77919	174491
3087	77943	174463
3088	77967	174435
3089	77991	174407
3090	78014	174378
3091	78038	174350
3092	78062	174322
3093	78087	174295
3094	78114	174275
3095	78142	174255
3096	78168	174231
3097	78191	174202
3098	78213	174170
3099	78238	174144
3100	78264	174119
3101	78286	174087
3102	78308	174055
3103	78331	174024
3104	78353	173991
3105	78375	173960
3106	78397	173928
3107	78419	173896
3108	78441	173863
3109	78464	173832
3110	78487	173801
3111	78510	173771
3112	78534	173743
3113	78556	173711
3114	78579	173683
3115	78603	173654
3116	78625	173622
3117	78649	173594
3118	78672	173563
3119	78695	173534
3120	78718	173503
3121	78741	173473
3122	78765	173445
3123	78789	173417
3124	78813	173389
3125	78836	173359
3126	78859	173329
3127	78883	173300
3128	78906	173270
3129	78930	173243
3130	78953	173214
3131	78978	173187
3132	79001	173157
3133	79025	173128
3134	79048	173100
3135	79072	173071
3136	79098	173049
3137	79125	173027
3138	79150	173001
3139	79174	172974
3140	79197	172944
3141	79221	172914
3142	79245	172886
3143	79268	172858
3144	79292	172830
3145	79316	172803
3146	79341	172777
3147	79365	172749
3148	79390	172723
3149	79414	172694
3150	79439	172669
3151	79463	172641
3152	79487	172614
3153	79511	172585
3154	79541	172570
3155	79565	172542
3156	79589	172515
3157	79613	172488
3158	79638	172460
3159	79661	172432
3160	79685	172404
3161	79708	172375
3162	79733	172348
3163	79756	172319
3164	79780	172290
3165	79804	172262
3166	79828	172234
3167	79852	172208
3168	79877	172182
3169	79902	172156
3170	79927	172129
3171	79951	172103
3172	79975	172074
3173	80000	172048
3174	80032	172037
3175	80055	172007
3176	80082	171986
3177	80107	171961
3178	80134	171939
3179	80158	171911
3180	80181	171882
3181	80204	171851
3182	80229	171826
3183	80254	171802
3184	80280	171778
3185	80305	171752
3186	80330	171726
3187	80355	171701
3188	80380	171675
3189	80404	171647
3190	80429	171621
3191	80453	171594
3192	80480	171571
3193	80503	171542
3194	80529	171518
3195	80553	171491
3196	80579	171467
3197	80604	171442
3198	80630	171418
3199	80656	171394
3200	80681	171369
3201	80706	171343
3202	80732	171319
3203	80758	171296
3204	80782	171268
3205	80808	171244
3206	80832	171216
3207	80856	171190
3208	80880	171161
3209	80909	171144
3210	80936	171124
3211	80959	171094
3212	80984	171069
3213	81008	171040
3214	81031	171010
3215	81056	170984
3216	81083	170963
3217	81110	170941
3218	81137	170920
3219	81161	170892
