iter	F1	CrossEntropy
2763	0.9545910967	0.1928572507
2764	0.9545910967	0.1928306943
2765	0.9545910967	0.1927876367
2766	0.9544846051	0.1927290234
2767	0.9544313682	0.1926857851
2768	0.9545378479	0.1926445996
2769	0.9545378479	0.1926009812
2770	0.9544846051	0.1925641392
2771	0.9545378479	0.1925351082
2772	0.9545910967	0.1925013292
2773	0.9546443515	0.1924709166
2774	0.9546976121	0.1923859378
2775	0.9546976121	0.192358479
2776	0.9546976121	0.1923183374
2777	0.9546976121	0.1922747857
2778	0.9546976121	0.1922350379
2779	0.9546976121	0.1922088
2780	0.9546976121	0.1921854967
2781	0.9546976121	0.192097187
2782	0.9546976121	0.1920565339
2783	0.9546976121	0.1920076318
2784	0.9546976121	0.1919624015
2785	0.9546443515	0.1919033557
2786	0.9546976121	0.1918583776
2787	0.9547508788	0.1918043211
2788	0.9547508788	0.1917444842
2789	0.9547508788	0.1917343169
2790	0.9548041513	0.1916941184
2791	0.9548041513	0.1916700622
2792	0.9549107143	0.1916341382
2793	0.9549107143	0.1915713826
2794	0.9555567947	0.1915255723
2795	0.9555567947	0.1914734952
2796	0.9556633763	0.1914328353
2797	0.9556100825	0.1913787224
2798	0.9556633763	0.1913467081
2799	0.9556633763	0.1913289522
2800	0.955716676	0.1912845412
2801	0.955716676	0.1912682037
2802	0.955716676	0.1912341694
2803	0.9557699816	0.191199753
2804	0.9557699816	0.1911461813
2805	0.9557699816	0.1911069397
2806	0.955716676	0.1910504029
2807	0.9558380729	0.1910140993
2808	0.9558380729	0.1909917053
2809	0.9557699816	0.190921032
2810	0.9557699816	0.1908740556
2811	0.955716676	0.1908544074
2812	0.955716676	0.190800387
2813	0.9557699816	0.1907490405
2814	0.9557699816	0.1907155441
2815	0.9558232932	0.1906706975
2816	0.9557699816	0.1906266324
2817	0.9557699816	0.1906028246
2818	0.9558232932	0.1905639345
2819	0.9558232932	0.190516603
2820	0.9558232932	0.1904934221
2821	0.9557699816	0.1904422797
2822	0.955716676	0.1904009362
2823	0.9556633763	0.1903773733
2824	0.9556633763	0.190341145
2825	0.955716676	0.1902800561
2826	0.955716676	0.190260941
2827	0.9557699816	0.1902414123
2828	0.955716676	0.1901831518
2829	0.955716676	0.1901593603
2830	0.9558766107	0.1900991061
2831	0.9558766107	0.1900648282
2832	0.9558766107	0.1900268466
2833	0.9558766107	0.189998363
2834	0.9559299342	0.1899580665
2835	0.9559299342	0.1899279875
2836	0.9559832636	0.1898976532
2837	0.9559832636	0.1898760338
2838	0.9559832636	0.1898478708
2839	0.9559832636	0.1898056414
2840	0.9559832636	0.1897876907
2841	0.9559832636	0.1897513558
2842	0.9559832636	0.1897299486
2843	0.9559832636	0.1896734962
2844	0.9563326083	0.189633957
2845	0.9563859453	0.1896115337
2846	0.9563859453	0.189608417
2847	0.9563859453	0.1895877403
2848	0.9563859453	0.1895532203
2849	0.9563859453	0.1895238908
2850	0.9563859453	0.1894929688
2851	0.9563859453	0.1894303625
2852	0.9563859453	0.1893894556
2853	0.9563859453	0.189354035
2854	0.9564392883	0.1893086287
2855	0.9563859453	0.1892565024
2856	0.9563859453	0.1892340743
2857	0.9563326083	0.1892035214
2858	0.9563859453	0.1891543145
2859	0.9564392883	0.189088033
2860	0.9564392883	0.1890529466
2861	0.9564926372	0.1889727624
2862	0.9565459921	0.1889251933
2863	0.9564926372	0.1888762986
2864	0.9564926372	0.1888502394
2865	0.9564926372	0.1887915415
2866	0.9565459921	0.1887637464
2867	0.9565459921	0.1887350631
2868	0.9566138746	0.1887060839
2869	0.9566138746	0.1886636235
2870	0.9566138746	0.1886301479
2871	0.9566138746	0.1885891675
2872	0.9566138746	0.1885609936
2873	0.9566672244	0.1885261804
2874	0.9566672244	0.1884932425
2875	0.9566672244	0.188459981
2876	0.95672058	0.1884173604
2877	0.9566672244	0.1883893453
2878	0.9566138746	0.1883486646
2879	0.95672058	0.1883051056
2880	0.9566672244	0.1882734617
2881	0.95672058	0.1882361357
2882	0.95672058	0.188202491
2883	0.9568273092	0.1881529254
2884	0.9568273092	0.1881301435
2885	0.9568806828	0.1880852538
2886	0.9568806828	0.1880487851
2887	0.9568806828	0.1880159162
2888	0.9569340623	0.1879645618
2889	0.9569340623	0.1879545881
2890	0.9569874477	0.1879440988
2891	0.9569874477	0.1879164935
2892	0.9569874477	0.1878597269
2893	0.9569874477	0.1878401716
2894	0.9569874477	0.1878267127
2895	0.9569874477	0.1877737812
2896	0.9570942365	0.1877291408
2897	0.9571476398	0.1876968789
2898	0.957201049	0.1876539078
2899	0.9571476398	0.1876167383
2900	0.9571476398	0.1875740806
2901	0.9570942365	0.1875344952
2902	0.9570942365	0.1875269635
2903	0.9571476398	0.1874804254
2904	0.957201049	0.1874356147
2905	0.957201049	0.1874052687
2906	0.9572544643	0.1873567304
2907	0.9572544643	0.1873122482
2908	0.9572544643	0.1872729221
2909	0.9572544643	0.1872448234
2910	0.9573078855	0.1871987793
2911	0.9573613126	0.1871538272
2912	0.9573613126	0.1871015853
2913	0.9573613126	0.1870658327
2914	0.9574147458	0.1870246996
2915	0.9574147458	0.1869735729
2916	0.9574147458	0.1869245722
2917	0.9575216299	0.1868720912
2918	0.9574681849	0.1868272104
2919	0.9575216299	0.1867756135
2920	0.9574681849	0.1867446579
2921	0.9574681849	0.1866984943
2922	0.9575216299	0.1866145296
2923	0.9575216299	0.1865986192
2924	0.9575216299	0.1865691589
2925	0.9575216299	0.1865268568
2926	0.9575216299	0.1864808965
2927	0.9575216299	0.1864476917
2928	0.9575216299	0.1863870883
2929	0.9575216299	0.1863550911
2930	0.9574681849	0.1862732132
2931	0.9574147458	0.1862556207
2932	0.9574147458	0.1862256985
2933	0.9574147458	0.1862112499
2934	0.9574147458	0.1861538552
2935	0.9574147458	0.186121263
2936	0.9574147458	0.1860865532
2937	0.9574147458	0.1860501678
2938	0.9574681849	0.186015634
2939	0.9575216299	0.1859946385
2940	0.9575750809	0.1859594563
2941	0.9575750809	0.1859420454
2942	0.9575750809	0.1858892712
2943	0.9575750809	0.1858592653
2944	0.9575750809	0.1858134023
2945	0.9575750809	0.1857716614
2946	0.9576285379	0.1857247617
2947	0.9576285379	0.1856859665
2948	0.9576285379	0.1856668111
2949	0.9576820009	0.185584581
2950	0.9576820009	0.1855570682
2951	0.9576285379	0.1855108442
2952	0.9576285379	0.1854593351
2953	0.9576285379	0.1854366379
2954	0.9576285379	0.1853831973
2955	0.9576285379	0.1853428285
2956	0.9575750809	0.1853104731
2957	0.9576285379	0.1852671842
2958	0.9576285379	0.1852314132
2959	0.9576285379	0.1852071821
2960	0.9576820009	0.1851824966
2961	0.9576820009	0.1851423971
2962	0.9577354698	0.1851120845
2963	0.9577354698	0.1850860536
2964	0.9577354698	0.1850661156
2965	0.9577354698	0.1850364949
2966	0.9577354698	0.1849688718
2967	0.9577354698	0.1849087955
2968	0.9576820009	0.1848809092
2969	0.9577354698	0.1848511275
2970	0.9577889447	0.1848034317
2971	0.9577354698	0.1847505762
2972	0.9577889447	0.1847078389
2973	0.9577354698	0.1846745437
2974	0.9577354698	0.1846313133
2975	0.9577889447	0.1845763698
2976	0.9577889447	0.1845250959
2977	0.9578424256	0.1844919642
2978	0.9578424256	0.1844710723
2979	0.9578424256	0.1844201317
2980	0.9578424256	0.1843967281
2981	0.9578959124	0.1843420503
2982	0.9578959124	0.1843116196
2983	0.9579494053	0.1842825245
2984	0.9578959124	0.184233909
2985	0.9578424256	0.1842015896
2986	0.9578424256	0.1841645725
2987	0.9578959124	0.1841427935
2988	0.9579494053	0.1841024565
2989	0.9578959124	0.1840577507
2990	0.9581867917	0.1840238229
2991	0.9581867917	0.1839782376
2992	0.9581867917	0.1839520103
2993	0.9582402858	0.1839270763
2994	0.9582937859	0.1838974354
2995	0.9582937859	0.1838764794
2996	0.958347292	0.1838361553
2997	0.958347292	0.1838079882
2998	0.958347292	0.1837807759
2999	0.958347292	0.1837307678
3000	0.958347292	0.1836891625
3001	0.9581099196	0.1836490959
3002	0.9581099196	0.1835990867
3003	0.958347292	0.1835364265
3004	0.958347292	0.1834932414
3005	0.958347292	0.1834587364
3006	0.9584008041	0.1834249852
3007	0.9584008041	0.1833797304
3008	0.9584008041	0.1833429183
3009	0.9584008041	0.1832960371
3010	0.9584008041	0.1832630915
3011	0.9584008041	0.1832243053
3012	0.9584008041	0.1831747177
3013	0.9584008041	0.1831465896
3014	0.9584543221	0.1830939536
3015	0.9584543221	0.1830572579
3016	0.9584543221	0.1830206663
3017	0.9584543221	0.1829909346
3018	0.9584543221	0.1829586329
3019	0.9584543221	0.1828941276
3020	0.9585078461	0.1828505088
3021	0.9585078461	0.182807668
3022	0.9585613761	0.1827533946
3023	0.9585613761	0.1827170781
3024	0.9585613761	0.1826727446
3025	0.9585613761	0.1826293387
3026	0.9585613761	0.1825867047
3027	0.958668454	0.1825563392
3028	0.958614912	0.182530126
3029	0.958614912	0.1825048965
3030	0.958668454	0.1824729985
3031	0.9587220019	0.182440877
3032	0.9587220019	0.1823758987
3033	0.9587220019	0.1823417508
3034	0.9587755558	0.1823042759
3035	0.9587755558	0.1822806749
3036	0.9587755558	0.1822274523
3037	0.9587755558	0.1821739905
3038	0.9587220019	0.1821406371
3039	0.9587220019	0.1821130066
3040	0.9587755558	0.1820792613
3041	0.9587755558	0.1820403966
3042	0.9587755558	0.1820165347
3043	0.9587755558	0.1819966041
3044	0.9587755558	0.1819705208
3045	0.9587755558	0.181947185
3046	0.9587220019	0.1819168495
3047	0.9587220019	0.1818846778
3048	0.9587220019	0.1818246234
3049	0.9587755558	0.1817939738
3050	0.9587220019	0.1817464263
3051	0.9587220019	0.181723996
3052	0.9587220019	0.1816947345
3053	0.9587755558	0.1816707167
3054	0.9588291157	0.1816147049
3055	0.9588826816	0.1815811722
3056	0.9588826816	0.1815512422
3057	0.9588826816	0.1815345616
3058	0.9588826816	0.181504259
3059	0.9588826816	0.1814668709
3060	0.9588826816	0.1814439919
3061	0.9588826816	0.18140903
3062	0.959517561	0.1813508338
3063	0.959517561	0.1812925617
3064	0.959517561	0.1812574174
3065	0.959517561	0.1812239862
3066	0.9594639866	0.1811801278
3067	0.959517561	0.1811506442
3068	0.959517561	0.1811203972
3069	0.959517561	0.181082412
3070	0.9595711414	0.1810610086
3071	0.9594639866	0.1810112684
3072	0.9594104182	0.1809613479
3073	0.9594639866	0.180932643
3074	0.9588826816	0.1809038035
3075	0.9588291157	0.1808761058
3076	0.9588291157	0.1808603101
3077	0.9588826816	0.1808347452
3078	0.959517561	0.1807935228
3079	0.9595711414	0.1807577719
3080	0.9595711414	0.1807281752
3081	0.959517561	0.1806902614
3082	0.959517561	0.1806559224
3083	0.9594639866	0.1806245175
3084	0.9594639866	0.1805958797
3085	0.9594639866	0.1805521794
3086	0.9595711414	0.1805253652
3087	0.9595711414	0.1805027242
3088	0.9595711414	0.1804605271
3089	0.959517561	0.1804467547
3090	0.9595711414	0.1803977318
3091	0.9596247278	0.1803518814
3092	0.9596783201	0.1803303277
3093	0.9596783201	0.1803247406
3094	0.9596783201	0.1802895526
3095	0.9596783201	0.1802517948
3096	0.9596247278	0.1802247756
3097	0.9596247278	0.1801967548
3098	0.9596247278	0.1801454522
3099	0.9596783201	0.1801139617
3100	0.9596783201	0.1800793058
3101	0.9597319185	0.1800328856
3102	0.9597319185	0.1800198101
3103	0.9597319185	0.1799760196
3104	0.9596783201	0.1799467856
3105	0.9596783201	0.179905728
3106	0.9596783201	0.1798879225
3107	0.9598391331	0.1798227477
3108	0.9598927494	0.1798000658
3109	0.9598391331	0.1797804995
3110	0.9598391331	0.1797545277
3111	0.9598391331	0.17972246
3112	0.9598391331	0.1796872979
3113	0.9598391331	0.1796572426
3114	0.9597855228	0.1796157471
3115	0.9598391331	0.1795837188
3116	0.9600178691	0.1795612109
3117	0.9599642638	0.1795231426
3118	0.9599642638	0.1794696236
3119	0.9599642638	0.1794525086
3120	0.9599642638	0.1794241478
3121	0.9600178691	0.1793964711
3122	0.9600178691	0.1793724092
3123	0.9600178691	0.1793148703
3124	0.9600178691	0.1792918499
3125	0.9600178691	0.1792501018
3126	0.9600714804	0.179224082
3127	0.9600178691	0.1791908399
3128	0.9600178691	0.1791672186
3129	0.9600714804	0.1791120738
3130	0.9598927494	0.1790714188
3131	0.9599463717	0.1790315339
3132	0.9599463717	0.1790131665
3133	0.9598927494	0.1789948948
3134	0.96	0.1789618154
3135	0.9599463717	0.1789316332
3136	0.9599463717	0.1789038858
3137	0.9599463717	0.1788694605
3138	0.9599463717	0.1788302359
3139	0.96	0.1788041924
3140	0.9599463717	0.1787580906
3141	0.9599463717	0.1787232008
3142	0.9598927494	0.1786928954
3143	0.9599463717	0.1786377984
3144	0.9599463717	0.1786198419
3145	0.96	0.1785910994
3146	0.96	0.1785516424
3147	0.96	0.1785162579
3148	0.96	0.1785009649
3149	0.9600536343	0.1784787936
3150	0.9600536343	0.1784529834
3151	0.960178721	0.1784126367
3152	0.9602323503	0.1783924911
3153	0.9602323503	0.1783600211
3154	0.9602859856	0.178313272
3155	0.9602859856	0.1782815329
3156	0.9602323503	0.178249087
3157	0.9603396269	0.1782106641
3158	0.9603396269	0.1781978203
3159	0.9601609208	0.1781615424
3160	0.9601609208	0.1781341805
3161	0.9601609208	0.1780980397
3162	0.9601609208	0.1780641829
3163	0.9601609208	0.1780315948
3164	0.9601609208	0.1779785501
3165	0.9601609208	0.1779584944
3166	0.9601609208	0.1779065493
3167	0.9601609208	0.1778814833
3168	0.9601609208	0.1778275832
3169	0.9601609208	0.1777976736
3170	0.9601609208	0.1777519305
3171	0.9602145731	0.1777358921
3172	0.9602145731	0.1777045973
3173	0.9602145731	0.1776791963
3174	0.9602145731	0.1776670999
3175	0.9603932741	0.1776479463
3176	0.9603932741	0.1775859735
3177	0.9603932741	0.1775679703
3178	0.9603932741	0.177535757
3179	0.9603932741	0.1774847641
3180	0.9603932741	0.1774281666
3181	0.9604469274	0.1773849684
3182	0.9604469274	0.1773440947
3183	0.9604469274	0.1773166758
3184	0.9603932741	0.1772949019
3185	0.9603932741	0.1772650705
3186	0.9603932741	0.1772464742
3187	0.9603932741	0.1772033425
3188	0.9603932741	0.1771554955
3189	0.9603932741	0.1771304495
3190	0.9603932741	0.1771178829
3191	0.9604469274	0.1770865351
3192	0.9604469274	0.1770510678
3193	0.9604469274	0.1770317617
3194	0.9603932741	0.1769868472
3195	0.9603932741	0.1769424436
3196	0.9605005866	0.1768931911
3197	0.9604469274	0.176838085
3198	0.9605005866	0.1768092558
3199	0.9605005866	0.1767759557
3200	0.9605542519	0.1767049353
3201	0.9606079231	0.176675074
3202	0.9606079231	0.1766456493
3203	0.9606079231	0.1765846142
3204	0.9606079231	0.1765499869
3205	0.9606079231	0.176525391
3206	0.9606079231	0.1764705062
3207	0.9606079231	0.1764410467
3208	0.9606616004	0.1764241058
3209	0.9606616004	0.1763930877
3210	0.9606616004	0.1763662256
3211	0.9606616004	0.1763485627
3212	0.9606079231	0.176305942
3213	0.9606616004	0.176280106
3214	0.9606079231	0.1762519957
3215	0.9605542519	0.1762376391
3216	0.9605542519	0.1762012067
3217	0.9606616004	0.1761529716
3218	0.9606616004	0.1761414279
3219	0.9606616004	0.1761009877
3220	0.9607152836	0.1760711173
3221	0.9607152836	0.1760482624
3222	0.9607152836	0.1759922397
3223	0.9607689728	0.1759332748
3224	0.9606616004	0.175903589
3225	0.9606616004	0.1758826599
3226	0.9606616004	0.1758020864
3227	0.9606616004	0.1757753811
3228	0.9606616004	0.1757245771
3229	0.9606616004	0.1757139251
3230	0.9606616004	0.1756899631
3231	0.9606616004	0.1756580298
3232	0.9606616004	0.1756137172
3233	0.9607152836	0.1755788202
3234	0.9607152836	0.1755540314
3235	0.9607152836	0.1755056909
3236	0.9607152836	0.1754831417
3237	0.9607152836	0.1754219425
3238	0.9607689728	0.1753919171
3239	0.9607689728	0.1753434443
3240	0.9607689728	0.1753122752
3241	0.9607689728	0.175279037
3242	0.9607689728	0.1752375115
3243	0.9607152836	0.1752058495
3244	0.9607152836	0.1751858412
3245	0.9607689728	0.1751586656
3246	0.9607689728	0.1751227976
3247	0.9607689728	0.1750867206
3248	0.9607689728	0.1750559084
3249	0.9608226681	0.175020083
3250	0.9608226681	0.1749924557
3251	0.9608226681	0.1749740989
3252	0.9608226681	0.1749444074
3253	0.9608226681	0.1748891234
3254	0.9608226681	0.1748584854
3255	0.9608226681	0.1748372121
3256	0.9608226681	0.1748170538
3257	0.9608763693	0.1747863387
3258	0.9608763693	0.1747477908
3259	0.9608226681	0.1746990024
3260	0.9609300766	0.1746585291
3261	0.9609300766	0.1746275183
3262	0.9609300766	0.1745892002
3263	0.9609837898	0.1745290386
3264	0.9609837898	0.1744884803
3265	0.9609837898	0.1744471955
3266	0.9609837898	0.1744148615
3267	0.9609837898	0.1743690709
3268	0.9609837898	0.1743473362
3269	0.9609837898	0.1743151216
3270	0.9609837898	0.1742461581
3271	0.9609837898	0.1742364442
3272	0.9609837898	0.1741984005
3273	0.9610375091	0.1741641549
3274	0.9610375091	0.1741369395
3275	0.9610375091	0.1740957131
3276	0.9610375091	0.1740628317
3277	0.9610375091	0.1740303283
3278	0.9610375091	0.1740053128
3279	0.9610912343	0.173970952
3280	0.9610375091	0.1739463795
3281	0.9610375091	0.1739125175
3282	0.9610375091	0.1738836535
3283	0.9610912343	0.1738406503
3284	0.9610375091	0.1738025262
3285	0.9610375091	0.173763783
3286	0.9610375091	0.173732988
3287	0.9610375091	0.1736978126
3288	0.9610375091	0.1736718809
3289	0.9610375091	0.1736450908
3290	0.9610375091	0.1736155675
3291	0.9610375091	0.1735588531
3292	0.9610375091	0.1735275066
3293	0.9610375091	0.1735179719
3294	0.9610912343	0.1734922674
3295	0.9610375091	0.1734445837
3296	0.9610375091	0.1734145227
3297	0.9610375091	0.1733895967
3298	0.9610375091	0.173360985
3299	0.9614438981	0.1733270082
3300	0.961497625	0.1733031687
3301	0.961497625	0.1732723887
3302	0.961497625	0.1732445471
3303	0.961497625	0.1732244341
3304	0.961497625	0.173208377
3305	0.961497625	0.1731768991
3306	0.961497625	0.1731353425
3307	0.961497625	0.1730847053
3308	0.961497625	0.1730622763
3309	0.961497625	0.1730355972
3310	0.961497625	0.1730045741
3311	0.961497625	0.1729624823
3312	0.961497625	0.17292727
3313	0.961605097	0.1729018921
3314	0.961551358	0.172857336
3315	0.961551358	0.1728267019
3316	0.961551358	0.1727876817
3317	0.961551358	0.1727465638
3318	0.961497625	0.1727192201
3319	0.961551358	0.172682377
3320	0.961605097	0.172659548
3321	0.961551358	0.1726291025
3322	0.9616588419	0.1726044811
3323	0.961605097	0.1725649454
3324	0.961605097	0.1725447701
3325	0.961605097	0.172511421
3326	0.9617125929	0.1724696863
3327	0.9616588419	0.1724407917
3328	0.9616588419	0.1724234754
3329	0.9616588419	0.172398011
3330	0.961605097	0.1723767126
3331	0.961551358	0.1723421912
3332	0.961605097	0.1723070919
3333	0.961605097	0.1722815109
3334	0.961605097	0.1722473715
3335	0.9616588419	0.1722064931
3336	0.9618201129	0.1721404984
3337	0.961927657	0.1721052152
3338	0.961981438	0.1720575317
3339	0.961927657	0.1720264544
3340	0.961927657	0.1719663613
3341	0.961927657	0.1719419202
3342	0.961927657	0.1719210529
3343	0.961927657	0.1718933444
3344	0.962035225	0.171868303
3345	0.962035225	0.1718286584
3346	0.961981438	0.1717973798
3347	0.961981438	0.1717564503
3348	0.962035225	0.1717134411
3349	0.962035225	0.1716772065
3350	0.962035225	0.1716341307
3351	0.9620890181	0.171612181
3352	0.9620890181	0.1715932166
3353	0.962035225	0.1715500692
3354	0.962035225	0.1715166813
3355	0.962035225	0.1714904596
3356	0.962035225	0.1714703349
3357	0.962035225	0.1714496676
3358	0.962035225	0.1714185275
3359	0.962035225	0.1713837832
3360	0.962035225	0.1713646139
3361	0.962035225	0.1713476571
3362	0.962035225	0.1713113187
3363	0.962035225	0.1712804414
3364	0.9621428172	0.1712191147
3365	0.9621428172	0.1711943141
3366	0.9621428172	0.1711796167
3367	0.9621428172	0.1711611671
3368	0.9621428172	0.1711376125
3369	0.9620890181	0.1710937229
3370	0.9620890181	0.1710717767
3371	0.9620890181	0.1710295796
3372	0.9620890181	0.1709891531
3373	0.9621428172	0.1709695993
3374	0.9621966223	0.1709208601
3375	0.9621966223	0.1709027836
3376	0.9621966223	0.1708823284
3377	0.9621966223	0.1708212283
3378	0.9621966223	0.1707691708
3379	0.9621966223	0.1707212208
3380	0.9621966223	0.1706916127
3381	0.9621966223	0.1706668672
3382	0.9621966223	0.170637108
3383	0.9625447227	0.1706007587
3384	0.9621966223	0.1705818012
3385	0.9621966223	0.1705565374
3386	0.9621966223	0.1705266489
3387	0.9621966223	0.1705004191
3388	0.9620890181	0.1704733451
3389	0.9620890181	0.1704559722
3390	0.9624371157	0.1704273118
3391	0.9624371157	0.1704031401
3392	0.9621428172	0.1703553876
3393	0.9621966223	0.1703282228
3394	0.9621966223	0.1703041729
3395	0.9623707017	0.1702590352
3396	0.9623707017	0.1702438663
3397	0.9624245135	0.1702139964
3398	0.9623707017	0.1701913482
3399	0.9627186854	0.1701668271
3400	0.9627186854	0.1701447214
3401	0.9627186854	0.1701150142
3402	0.9627186854	0.1700642423
3403	0.9627186854	0.1700385472
3404	0.9627186854	0.1700070139
3405	0.9627724986	0.1699720205
3406	0.9627724986	0.1699431204
3407	0.9627724986	0.1699184228
3408	0.9624783314	0.1698505074
3409	0.9624783314	0.1698231763
3410	0.9624783314	0.1697923164
3411	0.9624783314	0.1697635862
3412	0.9624783314	0.1697445508
3413	0.9624783314	0.1697217582
3414	0.9624783314	0.169695801
3415	0.9624783314	0.1696673071
3416	0.9628263178	0.1696234722
3417	0.9628263178	0.1695962539
3418	0.9624783314	0.1695611322
3419	0.9624783314	0.1695398144
3420	0.9624783314	0.1695001002
3421	0.9624783314	0.1694695533
3422	0.9624783314	0.1694460241
3423	0.9624783314	0.1694113013
3424	0.9624783314	0.1693643869
3425	0.9628263178	0.1693359905
3426	0.9628263178	0.1693089013
3427	0.9628263178	0.1692754345
3428	0.9628263178	0.1692257953
3429	0.9628263178	0.1692036959
3430	0.9628263178	0.1691450799
3431	0.9628801431	0.1691066156
3432	0.9628801431	0.1690938938
3433	0.9628801431	0.1690623496
3434	0.9628801431	0.1690382271
3435	0.9628801431	0.1690074675
3436	0.9629339744	0.1689724672
3437	0.9629339744	0.1689385815
3438	0.9629339744	0.1689128669
3439	0.9629339744	0.168903019
3440	0.9629339744	0.1688827715
3441	0.9629339744	0.1688491017
3442	0.9629339744	0.1688219751
3443	0.9629339744	0.1687954448
3444	0.9629339744	0.1687683771
3445	0.9629339744	0.1687435922
3446	0.9629339744	0.1687062263
3447	0.9629339744	0.168687546
3448	0.9629339744	0.1686342212
3449	0.9629339744	0.1686080423
3450	0.9629339744	0.1685899941
3451	0.9629339744	0.1685708384
3452	0.9629339744	0.1685392741
3453	0.9629339744	0.1685186731
3454	0.9629878117	0.1684900228
3455	0.9629878117	0.1684523882
3456	0.9629878117	0.1684264789
3457	0.9629878117	0.1683860083
3458	0.9629878117	0.1683491682
3459	0.9629878117	0.1683461104
3460	0.9629878117	0.1683159194
3461	0.9629878117	0.1682449621
3462	0.9629878117	0.168219929
3463	0.9629878117	0.1681922197
3464	0.9629878117	0.1681654151
3465	0.9629878117	0.1681280453
3466	0.9629878117	0.168098377
3467	0.9629878117	0.1680796326
3468	0.9629878117	0.1680445821
3469	0.9629878117	0.1680179252
3470	0.9629878117	0.1679898607
3471	0.9629878117	0.1679772791
3472	0.963041655	0.1679536728
3473	0.963041655	0.1679179218
3474	0.963041655	0.167903835
3475	0.963041655	0.167860334
3476	0.963041655	0.1678325795
3477	0.963041655	0.1677881385
3478	0.963041655	0.1677623936
3479	0.963041655	0.1677437971
3480	0.963041655	0.1677083875
3481	0.963041655	0.1676863881
3482	0.963041655	0.1676551714
3483	0.963041655	0.1676247457
3484	0.9629878117	0.1675910478
3485	0.9629878117	0.1675783193
3486	0.9631493597	0.1675360484
3487	0.9631493597	0.1675081052
3488	0.9631493597	0.1674841394
3489	0.9632032211	0.167442142
3490	0.9632032211	0.1674206884
3491	0.9632032211	0.1673570672
3492	0.9631493597	0.1673344319
3493	0.9631493597	0.1673169428
3494	0.9631493597	0.1672908812
3495	0.9631493597	0.1672837989
3496	0.9631493597	0.1672491337
3497	0.9630955044	0.167222758
3498	0.9630955044	0.167191813
3499	0.9630955044	0.1671581348
3500	0.9630955044	0.167138794
3501	0.9630955044	0.1671178457
3502	0.9631493597	0.1670947281
3503	0.9630955044	0.1670757459
3504	0.9630955044	0.1670556895
3505	0.9630955044	0.1670410525
3506	0.9631493597	0.1670183873
3507	0.9631493597	0.1669945932
3508	0.9631493597	0.1669635967
3509	0.9631493597	0.1669349835
3510	0.9632032211	0.1669006495
3511	0.9632032211	0.1668694945
3512	0.9632032211	0.1668389065
3513	0.9632570885	0.1667776362
3514	0.9632570885	0.1667387029
3515	0.9632570885	0.1667039848
3516	0.9632570885	0.166663219
3517	0.9632570885	0.166657324
3518	0.9632570885	0.1666204161
3519	0.9631493597	0.1665740997
3520	0.9632032211	0.1665554668
3521	0.9632032211	0.1665391815
3522	0.9631493597	0.1665158262
3523	0.9632570885	0.1664887208
3524	0.9632032211	0.1664723384
3525	0.9632570885	0.1664366531
3526	0.9632570885	0.1664097049
3527	0.9632032211	0.1663866704
3528	0.963310962	0.166329542
3529	0.963310962	0.1662911488
3530	0.963310962	0.1662673976
3531	0.963310962	0.1662471802
3532	0.9633648414	0.1662203939
3533	0.9633648414	0.1661968453
3534	0.9633648414	0.1661746165
3535	0.9633648414	0.1661528796
3536	0.9633648414	0.1661231883
3537	0.963310962	0.1660947178
3538	0.963310962	0.1660671972
3539	0.963310962	0.1660416099
3540	0.963310962	0.1660156563
3541	0.9633648414	0.1659978332
3542	0.963310962	0.1659629758
3543	0.963310962	0.1659380185
3544	0.963310962	0.1659168861
3545	0.9632570885	0.1658992332
3546	0.9633648414	0.1658719801
3547	0.9633648414	0.1658487585
3548	0.9633648414	0.1658204895
3549	0.9633648414	0.165796245
3550	0.963310962	0.1657792972
3551	0.9633648414	0.1657466483
3552	0.9633648414	0.1657120517
3553	0.9633648414	0.1656733494
3554	0.9633648414	0.1656428937
3555	0.9633648414	0.1656234207
3556	0.9634726184	0.1655873164
3557	0.9634726184	0.165556078
3558	0.963526516	0.1655208435
3559	0.963526516	0.165477883
3560	0.963526516	0.1654541967
3561	0.963526516	0.1654138727
3562	0.963526516	0.1653825472
3563	0.963526516	0.1653699565
3564	0.963526516	0.1653656367
3565	0.963526516	0.165336376
3566	0.9634726184	0.1652997161
3567	0.9634726184	0.1652613678
3568	0.9635885676	0.1652440231
3569	0.9635885676	0.1652247051
3570	0.9635885676	0.1651906289
3571	0.9635885676	0.1651665488
3572	0.9636424656	0.1651168
3573	0.9636424656	0.1650948341
3574	0.9636424656	0.1650616179
3575	0.9636424656	0.1650333084
3576	0.9636424656	0.1650168602
3577	0.9636424656	0.164992098
3578	0.9636424656	0.1649701796
3579	0.9636424656	0.1649469167
3580	0.9636424656	0.164927379
3581	0.9636424656	0.1648850868
3582	0.9636424656	0.1648696269
3583	0.9636424656	0.1648553283
3584	0.9636963696	0.1648204946
3585	0.9634023503	0.1647842925
3586	0.9634023503	0.16475496
3587	0.9634023503	0.1647332493
3588	0.9634023503	0.1646989871
3589	0.9634023503	0.1646699833
3590	0.9634023503	0.1646547159
3591	0.9634023503	0.1646226113
3592	0.9634023503	0.1646094715
3593	0.9634023503	0.1645887666
3594	0.9634023503	0.1645691302
3595	0.9634023503	0.1645469668
3596	0.9634023503	0.1645240273
3597	0.9634023503	0.1644972851
3598	0.9634023503	0.1644771186
